Week_Start_Date,Agency,Final Incident Type,of_Incidents_Calculated,Call to First Pickup,Call to PD Calltaker Handoff,Call to FDNY Pickup,Call_to_FDNY_Job_Creation,Call to EMS Pickup,Call_to_Agency_Job_Creation,Call_to_Agency_Dispatch,Call_to_Agency_Arrival,Call_to_First_Arrival(Multi-Agency Incidents),Median Pickup,Median Calltaker Handoff,Median_FDNY_Pickup,Median FDNY Job Creation,Median_Ems_Pickup,Median Ems Job Creation,Median_Dispatch,Median_Travel,Median_Cumulative_First_Arrival(Multi-Agency Incidents),Average Travel,Average Dispatch,Average EMS Processing,Average EMS Pickup,Average Calltaker Processing,Average Pickup,Average FD Pickup,Average FD Processing
11/26/2018,FDNY,1. Structural Fires,274,3.49,30.78,34.26,84.28,,,93.53,289.44,286.01,3,18,5,45,,,7,190,273.5,3.27,0.16,,,0.45,0.06,0.1,0.83
11/26/2018,FDNY,2. Non-Structural Fires,103,3.54,34.76,31.61,91.15,,,106.29,361.67,347.53,3,19,5,44,,,7,240,324,4.26,0.16,,,0.52,0.06,0.09,0.99
11/26/2018,FDNY,3. Medical Emergencies,3938,3.55,214.22,,,74.15,209.45,245.33,545.29,467.16,3,121,,,5,54,6,275,413,5,0.52,1.65,0.09,3.51,0.06,,
11/26/2018,FDNY,4. Non-Medical Emergencies,2821,3.6,102.31,49.55,110.24,,,171.08,483.58,454.59,3,30,5,48,,,8,275,394,5.21,0.19,,,1.64,0.06,0.09,1.01
11/26/2018,NYPD,1. Critical,990,3.36,112.57,,,,,209.08,384.23,372.48,3,85,,,,,54,129,312,2.92,1.61,,,1.82,0.06,,
11/26/2018,NYPD,2. Serious,2285,3.55,118.2,,,,,250.95,539.52,523.32,3,90,,,,,67,183,392,4.81,2.21,,,1.91,0.06,,
11/26/2018,NYPD,3. Non-Critical,574,3.43,168.15,,,,,405.62,1157.18,1148.5,3,143,,,,,99,400.5,706,12.53,3.96,,,2.75,0.06,,
11/26/2018,NYPD (Non-CIP),Alarms,2741,3.57,122.29,,,,,640.32,2798.61,2798.61,3,104,,,,,241,1110,1699,35.97,8.63,,,1.98,0.06,,
11/26/2018,NYPD (Non-CIP),Disorderly Person/Group/Noise,1457,3.57,164.72,,,,,635.78,2233.7,2203.45,3,141,,,,,177,724,1255,26.63,7.85,,,2.69,0.06,,
11/26/2018,NYPD (Non-CIP),Dispute,5565,3.52,171.39,,,,,715.79,2744.44,2733.67,3,144,,,,,193,916,1529,33.81,9.07,,,2.8,0.06,,
11/26/2018,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,454,3.71,156.49,,,,,230.04,2398.71,1119.94,3,135,,,,,42,1237.5,414,36.14,1.23,,,2.53,0.06,,
11/26/2018,NYPD (Non-CIP),Other Crimes (In Progress),2931,3.53,154.45,,,,,394.73,1042.07,1035.83,3,127,,,,,99,329,651,10.79,4,,,2.52,0.06,,
11/26/2018,NYPD (Non-CIP),Past Crime,3519,3.65,206.01,,,,,839.81,4014.12,3940.28,3,173,,,,,257,1750,2448,52.91,10.56,,,3.37,0.06,,
11/26/2018,NYPD (Non-CIP),Police Officer/Security Holding Suspect,194,3.65,104.98,,,,,468.08,1718.57,1682.17,3,81,,,,,128.5,803,1317.5,20.84,6.05,,,1.69,0.06,,
11/26/2018,NYPD (Non-CIP),Possible Crimes,7808,3.54,150.32,,,,,704.79,3084.43,2982.07,3,117,,,,,208,1155.5,1674.5,39.66,9.24,,,2.45,0.06,,
11/26/2018,NYPD (Non-CIP),Vehicle Accident,3810,3.55,171.68,,,,,837.98,3927.35,3853.64,3,148,,,,,286.5,1935,2675,51.49,11.1,,,2.8,0.06,,
11/19/2018,EMS,1. Life Threating Med Emergencies,9718,3.98,68.68,,,74.92,121.5,154.19,546.17,475.05,3,74.5,,,12,37,75,353.5,433.25,6.53,1.37,0.75,0.13,1.08,0.07,,
11/19/2018,EMS,2. Non-Life Threatening Med Emergencies,13386,3.9,93.72,,,102.36,138.27,205.18,783.02,676.39,3,86,,,11.5,39.5,80.5,484,561,9.63,1.7,0.48,0.18,1.5,0.07,,
11/19/2018,FDNY,1. Structural Fires,392,3.6,34.09,33.54,84.31,,,98.3,297.53,287.88,3,17,5,48,,,7,191.5,279.5,3.32,0.15,,,0.51,0.06,0.08,0.85
11/19/2018,FDNY,2. Non-Structural Fires,170,3.53,38.59,38.7,88.14,,,102.72,356.55,342.28,3,17,5,45,,,8,244.5,329.5,4.23,0.16,,,0.58,0.06,0.09,0.82
11/19/2018,FDNY,3. Medical Emergencies,3557,3.97,227.4,,,73.87,222.35,251.09,545.71,456.23,3,120,,,5,54,6,272,405,4.91,0.39,1.84,0.09,3.72,0.07,,
11/19/2018,FDNY,4. Non-Medical Emergencies,3274,4.04,105.67,49.85,104.92,,,171.39,486.67,458.95,3,27,5,47,,,8,278,389,5.25,0.18,,,1.69,0.07,0.09,0.92
11/19/2018,NYPD,1. Critical,909,3.82,115.07,,,,,214.59,399.93,388.07,3,90,,,,,54,133,314,3.09,1.66,,,1.85,0.06,,
11/19/2018,NYPD,2. Serious,2214,3.8,113.45,,,,,246.02,544.54,508.42,3,87,,,,,65,184,386.5,4.98,2.21,,,1.83,0.06,,
11/19/2018,NYPD,3. Non-Critical,568,3.59,162.01,,,,,400.44,1108.58,1105.77,3,123.5,,,,,108,390.5,719,11.8,3.97,,,2.64,0.06,,
11/19/2018,NYPD (Non-CIP),Alarms,3579,3.88,123.52,,,,,612.8,2550.44,2546.16,3,106,,,,,237,1043,1591,32.29,8.15,,,1.99,0.06,,
11/19/2018,NYPD (Non-CIP),Disorderly Person/Group/Noise,1398,3.78,163.19,,,,,629.99,2132.08,2109.08,3,141,,,,,177.5,716.5,1263,25.03,7.78,,,2.66,0.06,,
11/19/2018,NYPD (Non-CIP),Dispute,5692,3.85,167.55,,,,,682.39,2464.42,2445.79,3,141,,,,,176.5,801.5,1390,29.7,8.58,,,2.73,0.06,,
11/19/2018,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,461,4.05,151.75,,,,,227.71,2339.2,908.46,3,128,,,,,49,1314,405,35.19,1.27,,,2.46,0.07,,
11/19/2018,NYPD (Non-CIP),Other Crimes (In Progress),2677,3.91,151.51,,,,,384.23,948.57,945.35,3,124,,,,,92,302,599,9.41,3.88,,,2.46,0.07,,
11/19/2018,NYPD (Non-CIP),Past Crime,3184,4.04,201.27,,,,,795,3577.02,3488.6,3,170,,,,,234,1604,2186.5,46.37,9.9,,,3.29,0.07,,
11/19/2018,NYPD (Non-CIP),Police Officer/Security Holding Suspect,236,4.66,92.83,,,,,476.77,1720.05,1715.3,3,73.5,,,,,137.5,746.5,1234.5,20.72,6.4,,,1.47,0.08,,
11/19/2018,NYPD (Non-CIP),Possible Crimes,8039,3.82,147.41,,,,,640.64,2823.56,2717.33,3,113,,,,,192,1131,1593,36.38,8.22,,,2.39,0.06,,
11/19/2018,NYPD (Non-CIP),Vehicle Accident,3626,4.18,171.04,,,,,798.63,3698.18,3633.21,3,144,,,,,279,1874.5,2580,48.33,10.46,,,2.78,0.07,,
11/12/2018,EMS,1. Life Threating Med Emergencies,9945,4.03,53.64,,,60.73,89.02,166.35,631.82,543.87,3,72.5,,,14.5,38,84,380.5,450.5,7.76,1.78,0.42,0.14,0.83,0.07,,
11/12/2018,EMS,2. Non-Life Threatening Med Emergencies,13908,4.1,81.53,,,91.55,100.82,386.8,1039.86,905.02,3,86,,,14,40.5,88.5,501,584.5,10.88,4.84,0.03,0.2,1.29,0.07,,
11/12/2018,FDNY,1. Structural Fires,293,4.3,29.71,32.74,88.59,,,99.68,305.62,303.66,3,16,5,47,,,7,199,290,3.43,0.16,,,0.42,0.07,0.1,0.93
11/12/2018,FDNY,2. Non-Structural Fires,195,4.72,47.45,37.81,92.1,,,117.08,388.07,369.27,3,19,5,44,,,8,247,339,4.52,0.19,,,0.71,0.08,0.09,0.9
11/12/2018,FDNY,3. Medical Emergencies,3579,4.03,250.57,,,73.33,244.99,282.73,580.24,497.5,3,120,,,5,53,7,273,408,4.96,0.54,2.35,0.09,4.11,0.07,,
11/12/2018,FDNY,4. Non-Medical Emergencies,3337,4.38,113.54,52.22,114.2,,,194.44,548.41,509.87,3,29,5,49,,,8,290,412,5.9,0.34,,,1.82,0.07,0.09,1.03
11/12/2018,NYPD,1. Critical,963,3.89,117.48,,,,,231.02,432.05,420.73,3,88,,,,,53,138,314,3.35,1.89,,,1.89,0.06,,
11/12/2018,NYPD,2. Serious,2186,3.76,116.83,,,,,247.28,562.31,541.65,3,89,,,,,64,185,385,5.25,2.17,,,1.88,0.06,,
11/12/2018,NYPD,3. Non-Critical,586,3.79,164.3,,,,,432.94,1153.69,1142.2,3,133,,,,,103,348,696,12.01,4.48,,,2.68,0.06,,
11/12/2018,NYPD (Non-CIP),Alarms,2904,3.97,121.15,,,,,688.3,2699.82,2698.74,3,104,,,,,237.5,1032.5,1642,33.53,9.45,,,1.95,0.07,,
11/12/2018,NYPD (Non-CIP),Disorderly Person/Group/Noise,1302,3.64,158.93,,,,,666.01,2233.41,2195.73,3,138,,,,,207,708,1253,26.12,8.45,,,2.59,0.06,,
11/12/2018,NYPD (Non-CIP),Dispute,5367,3.73,169.67,,,,,740.6,2661.36,2644.42,3,145,,,,,184,899,1483,32.01,9.52,,,2.77,0.06,,
11/12/2018,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,475,4.22,158.04,,,,,249.57,2460.58,986.25,3,132,,,,,54,1217,436,36.85,1.53,,,2.56,0.07,,
11/12/2018,NYPD (Non-CIP),Other Crimes (In Progress),2733,3.83,158.82,,,,,396.08,1016.16,1011.21,3,131,,,,,97,318,631,10.33,3.95,,,2.58,0.06,,
11/12/2018,NYPD (Non-CIP),Past Crime,3095,3.8,201.55,,,,,823.11,3833.24,3765.2,3,176,,,,,244,1688,2421,50.17,10.36,,,3.3,0.06,,
11/12/2018,NYPD (Non-CIP),Police Officer/Security Holding Suspect,196,4.04,99.41,,,,,407.87,1517.68,1502.87,3,78,,,,,121.5,627,1117,18.5,5.14,,,1.59,0.07,,
11/12/2018,NYPD (Non-CIP),Possible Crimes,8201,4.18,149.51,,,,,740.48,3109.16,2975.36,3,119,,,,,208,1222,1716,39.48,9.85,,,2.42,0.07,,
11/12/2018,NYPD (Non-CIP),Vehicle Accident,4123,4.73,171.4,,,,,988.31,4201.94,4126.73,3,147,,,,,309,2043,2848,53.56,13.62,,,2.78,0.08,,
11/5/2018,EMS,1. Life Threating Med Emergencies,10635,3.67,67,,,73.13,111.15,152.54,564.45,486.63,3,75,,,12,37,80.5,364,434.5,6.87,1.37,0.61,0.13,1.06,0.06,,
11/5/2018,EMS,2. Non-Life Threatening Med Emergencies,14462,3.66,85.8,,,93.83,118.68,223.15,853.15,723.44,3,84.5,,,11,40,86,510.5,575.25,10.5,2.08,0.28,0.17,1.37,0.06,,
11/5/2018,FDNY,1. Structural Fires,274,3.98,29.16,33.38,88.01,,,97.13,298.32,296.46,3,17,5,48,,,7,198,284.5,3.35,0.14,,,0.42,0.07,0.09,0.91
11/5/2018,FDNY,2. Non-Structural Fires,112,3.39,125.71,30.19,92.76,,,198.12,462.88,457.49,3,17,5,46,,,7,242,331,4.41,0.13,,,2.04,0.06,0.08,1.04
11/5/2018,FDNY,3. Medical Emergencies,3933,3.7,226.79,,,73.31,221.8,254.32,544.65,456.22,3,119,,,5,51,6,269,404,4.84,0.46,1.86,0.09,3.72,0.06,,
11/5/2018,FDNY,4. Non-Medical Emergencies,2681,3.65,144.28,48.86,107.35,,,211.43,522.99,493.57,3,27,5,50,,,8,273,392,5.19,0.19,,,2.34,0.06,0.09,0.97
11/5/2018,NYPD,1. Critical,1077,3.71,116.04,,,,,212.44,407.46,386.41,3,88,,,,,54,132,314,3.25,1.61,,,1.87,0.06,,
11/5/2018,NYPD,2. Serious,2290,3.68,110.73,,,,,230.93,520.36,504.47,3,86,,,,,64,193,389,4.82,2,,,1.78,0.06,,
11/5/2018,NYPD,3. Non-Critical,648,3.57,160.1,,,,,410.47,1152.85,1142.01,3,129.5,,,,,105.5,407,712.5,12.37,4.17,,,2.61,0.06,,
11/5/2018,NYPD (Non-CIP),Alarms,2699,3.63,122.63,,,,,624.76,2778.37,2777.41,3,106,,,,,239,1068,1660,35.89,8.37,,,1.98,0.06,,
11/5/2018,NYPD (Non-CIP),Disorderly Person/Group/Noise,1418,3.65,161.26,,,,,676.84,2262.34,2232.38,3,142,,,,,193,769,1321,26.42,8.59,,,2.63,0.06,,
11/5/2018,NYPD (Non-CIP),Dispute,5363,3.6,170.18,,,,,763.43,2710.49,2688.09,3,146,,,,,186,869,1491,32.45,9.89,,,2.78,0.06,,
11/5/2018,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,435,3.8,161.29,,,,,260.49,2399.3,1044.34,3,139,,,,,56,1321,432,35.65,1.65,,,2.62,0.06,,
11/5/2018,NYPD (Non-CIP),Other Crimes (In Progress),2865,3.67,156.95,,,,,388.52,1016.59,1014.18,3,127,,,,,96,327,634,10.47,3.86,,,2.55,0.06,,
11/5/2018,NYPD (Non-CIP),Past Crime,3398,3.65,201.68,,,,,868.4,3969.29,3886.41,3,171,,,,,258,1753,2440.5,51.68,11.11,,,3.3,0.06,,
11/5/2018,NYPD (Non-CIP),Police Officer/Security Holding Suspect,206,3.95,107.95,,,,,491.43,1822.72,1821.37,3,84,,,,,125,879.5,1246,22.19,6.39,,,1.73,0.07,,
11/5/2018,NYPD (Non-CIP),Possible Crimes,8035,3.65,149.94,,,,,696.33,3054.04,2964.64,3,119,,,,,208,1148,1678,39.3,9.11,,,2.44,0.06,,
11/5/2018,NYPD (Non-CIP),Vehicle Accident,4166,3.8,174.01,,,,,859.84,4042.12,3963.66,3,149,,,,,290,1991,2747.5,53.04,11.43,,,2.84,0.06,,
10/29/2018,EMS,1. Life Threating Med Emergencies,10971,4.37,65.84,,,73.98,112.32,164.16,565.44,485.54,3,74,,,13,37.5,82.5,361,434,6.69,1.56,0.6,0.16,1.03,0.07,,
10/29/2018,EMS,2. Non-Life Threatening Med Emergencies,15028,3.73,89.55,,,100.72,111.66,263.9,881.96,747.52,3,85.5,,,13,40.5,89,503,583.5,10.3,2.69,0.09,0.22,1.43,0.06,,
10/29/2018,FDNY,1. Structural Fires,269,3.97,30.36,35.28,86.95,,,94.67,285.95,283.6,3,17,5,47,,,7,189,272,3.19,0.13,,,0.44,0.07,0.09,0.86
10/29/2018,FDNY,2. Non-Structural Fires,141,3.9,52.49,36.4,97.03,,,125.87,391.6,369.67,3,18,5,52,,,7,226,329,4.43,0.16,,,0.81,0.07,0.09,1.01
10/29/2018,FDNY,3. Medical Emergencies,4080,3.7,215.54,,,73.25,210.81,242.4,527.36,446.48,3,120,,,5,52,6,266,401,4.75,0.45,1.73,0.09,3.53,0.06,,
10/29/2018,FDNY,4. Non-Medical Emergencies,2843,3.74,138.96,50.87,105.83,,,202.55,516.79,484.01,3,29,5,47,,,7,274,391,5.23,0.19,,,2.25,0.06,0.09,0.92
10/29/2018,NYPD,1. Critical,1076,3.6,111.34,,,,,212.23,407.42,397.73,3,87,,,,,56,131.5,305,3.25,1.68,,,1.8,0.06,,
10/29/2018,NYPD,2. Serious,2603,3.75,115.21,,,,,251.82,570.88,553.78,3,88,,,,,65,184,389,5.32,2.28,,,1.86,0.06,,
10/29/2018,NYPD,3. Non-Critical,730,3.81,164.04,,,,,513.22,1195.35,1182.05,3,139,,,,,107,347,695.5,11.37,5.82,,,2.67,0.06,,
10/29/2018,NYPD (Non-CIP),Alarms,2649,3.56,123.83,,,,,702.14,3054.84,3053.58,3,105,,,,,271,1238,1891,39.21,9.64,,,2,0.06,,
10/29/2018,NYPD (Non-CIP),Disorderly Person/Group/Noise,1474,3.78,164.23,,,,,717.98,2433.62,2412.48,3,142,,,,,223.5,790,1379,28.59,9.23,,,2.67,0.06,,
10/29/2018,NYPD (Non-CIP),Dispute,5719,3.65,171.64,,,,,804.48,2891.38,2871.52,3,146,,,,,219,955,1628,34.78,10.55,,,2.8,0.06,,
10/29/2018,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,570,3.58,154.03,,,,,255.16,2447.63,1182.04,3,130,,,,,53,1218.5,463.5,36.54,1.69,,,2.51,0.06,,
10/29/2018,NYPD (Non-CIP),Other Crimes (In Progress),3299,3.81,153.96,,,,,432.75,1166.03,1156.32,3,126,,,,,101,338,654,12.22,4.65,,,2.5,0.06,,
10/29/2018,NYPD (Non-CIP),Past Crime,3609,3.71,205.74,,,,,923.7,4113.25,4005.61,3,177,,,,,290,1765,2524,53.16,11.97,,,3.37,0.06,,
10/29/2018,NYPD (Non-CIP),Police Officer/Security Holding Suspect,228,3.73,102.18,,,,,487.94,1705.16,1701.94,3,80.5,,,,,119.5,794,1182,20.29,6.43,,,1.64,0.06,,
10/29/2018,NYPD (Non-CIP),Possible Crimes,8449,3.64,149.65,,,,,752.98,3199.22,3094.35,3,118,,,,,233,1207,1769,40.77,10.06,,,2.43,0.06,,
10/29/2018,NYPD (Non-CIP),Vehicle Accident,3911,3.81,168.58,,,,,903.56,4234.22,4145.64,3,142,,,,,320,2052,2884,55.51,12.25,,,2.75,0.06,,
10/22/2018,EMS,1. Life Threating Med Emergencies,10251,3.54,68.16,,,74.75,117.05,155.47,550.71,479.41,3,75.5,,,13.5,36.5,80.5,356.5,437.5,6.59,1.38,0.66,0.14,1.08,0.06,,
10/22/2018,EMS,2. Non-Life Threatening Med Emergencies,14147,3.55,81.18,,,90.74,110.54,210.59,832.33,702.12,3,87,,,14,39.5,87,516,572,10.36,2.06,0.31,0.19,1.3,0.06,,
10/22/2018,FDNY,1. Structural Fires,242,3.45,31.37,33.61,84.11,,,94.93,295.57,291.09,3,16.5,5,45,,,7,197.5,287,3.34,0.14,,,0.47,0.06,0.09,0.84
10/22/2018,FDNY,2. Non-Structural Fires,119,3.73,35.18,37.12,88.69,,,100.12,405.28,375.61,3,18,5,44,,,7,255,338,5.09,0.16,,,0.52,0.06,0.08,0.86
10/22/2018,FDNY,3. Medical Emergencies,4279,3.52,208.58,,,72.97,203.94,236.12,522.68,445.25,3,118,,,5,51,6,270,402,4.78,0.46,1.74,0.09,3.42,0.06,,
10/22/2018,FDNY,4. Non-Medical Emergencies,2999,3.58,135.48,52.01,108.86,,,201.49,519.24,480.23,3,31,5,47,,,7,276,395,5.3,0.19,,,2.2,0.06,0.09,0.95
10/22/2018,NYPD,1. Critical,1131,3.41,118.01,,,,,205.93,409.93,399.94,3,91,,,,,55,142,321,3.4,1.47,,,1.91,0.06,,
10/22/2018,NYPD,2. Serious,2381,3.46,113.99,,,,,234.2,531.2,505.91,3,88,,,,,65,187,383,4.95,2,,,1.84,0.06,,
10/22/2018,NYPD,3. Non-Critical,673,3.48,158.76,,,,,393.07,1063.51,1043.33,3,130,,,,,110,360,652,11.17,3.91,,,2.59,0.06,,
10/22/2018,NYPD (Non-CIP),Alarms,2835,3.54,124.77,,,,,681.91,2870.76,2870.76,3,107,,,,,252,1176,1799,36.48,9.29,,,2.02,0.06,,
10/22/2018,NYPD (Non-CIP),Disorderly Person/Group/Noise,1417,3.48,162.86,,,,,652.2,2422.64,2401.9,3,141,,,,,209,783,1368,29.51,8.16,,,2.66,0.06,,
10/22/2018,NYPD (Non-CIP),Dispute,5385,3.48,169.2,,,,,747.86,2686.41,2661.25,3,144,,,,,201,905,1531,32.31,9.64,,,2.76,0.06,,
10/22/2018,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,587,3.74,156.72,,,,,249.53,2291.55,1045.42,3,131,,,,,55,1203,443,34.03,1.55,,,2.55,0.06,,
10/22/2018,NYPD (Non-CIP),Other Crimes (In Progress),2994,3.53,157.51,,,,,371.2,971.7,968.32,3,129,,,,,96,327.5,636,10.01,3.56,,,2.57,0.06,,
10/22/2018,NYPD (Non-CIP),Past Crime,3418,3.57,208.95,,,,,835.06,3816.39,3741.5,3,175,,,,,259,1732.5,2451.5,49.69,10.44,,,3.42,0.06,,
10/22/2018,NYPD (Non-CIP),Police Officer/Security Holding Suspect,187,3.35,104.78,,,,,463.18,1781.28,1774.27,3,83,,,,,117,699,1017,21.97,5.97,,,1.69,0.06,,
10/22/2018,NYPD (Non-CIP),Possible Crimes,8140,3.53,148.45,,,,,717.46,3090.43,2975.54,3,117,,,,,229.5,1200.5,1753.5,39.55,9.48,,,2.42,0.06,,
10/22/2018,NYPD (Non-CIP),Vehicle Accident,4205,3.59,169.56,,,,,846.95,3989.86,3928.81,3,145,,,,,300,1968,2758,52.38,11.29,,,2.77,0.06,,
10/15/2018,EMS,1. Life Threating Med Emergencies,10375,3.38,67.85,,,74.72,112.03,158.59,554.85,485.59,3,75,,,14,37,83,351,442.5,6.6,1.45,0.6,0.14,1.08,0.06,,
10/15/2018,EMS,2. Non-Life Threatening Med Emergencies,14368,3.38,80.14,,,90.29,97.65,221.32,838.34,711.85,3,85.5,,,13,40,88.5,507.75,573.25,10.28,2.27,0.1,0.2,1.28,0.06,,
10/15/2018,FDNY,1. Structural Fires,235,3.43,28.61,33.71,87.57,,,95.92,293.69,292.15,3,17,5,48,,,7,192,282,3.3,0.14,,,0.42,0.06,0.09,0.9
10/15/2018,FDNY,2. Non-Structural Fires,138,3.44,31.61,34.41,90.87,,,102.79,381.19,368.67,3,18,5,46,,,8,235.5,333.5,4.64,0.18,,,0.47,0.06,0.08,0.94
10/15/2018,FDNY,3. Medical Emergencies,3676,3.35,212,,,72.95,207.34,240.13,526.84,439.05,3,118,,,5,51,6,267.5,399,4.78,0.47,1.8,0.09,3.48,0.06,,
10/15/2018,FDNY,4. Non-Medical Emergencies,3065,3.45,144.57,50.33,104.89,,,209.53,516.59,480.51,3,28,5,47,,,7,273,389,5.12,0.19,,,2.35,0.06,0.09,0.91
10/15/2018,NYPD,1. Critical,989,3.38,114.74,,,,,203.4,380.11,368.75,3,86,,,,,53,134,315,2.95,1.48,,,1.86,0.06,,
10/15/2018,NYPD,2. Serious,2333,3.24,113.24,,,,,236.65,533.25,515.03,3,88,,,,,65,191,385,4.94,2.06,,,1.83,0.05,,
10/15/2018,NYPD,3. Non-Critical,694,3.36,164.32,,,,,410.71,1145.58,1141.94,3,138,,,,,103,363,717,12.25,4.11,,,2.68,0.06,,
10/15/2018,NYPD (Non-CIP),Alarms,3256,3.41,123.39,,,,,660.79,2942.38,2942.38,3,105,,,,,241,1152,1759.5,38.03,8.96,,,2,0.06,,
10/15/2018,NYPD (Non-CIP),Disorderly Person/Group/Noise,1421,3.22,161.06,,,,,644.72,2344.56,2325.33,3,139,,,,,190,793,1343,28.33,8.06,,,2.63,0.05,,
10/15/2018,NYPD (Non-CIP),Dispute,5413,3.33,171.89,,,,,732.82,2749.09,2725.65,3,146,,,,,198,938,1571,33.6,9.35,,,2.81,0.06,,
10/15/2018,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,441,3.3,156.46,,,,,258.32,2576.2,1209.19,3,136,,,,,60,1497,413,38.63,1.7,,,2.55,0.06,,
10/15/2018,NYPD (Non-CIP),Other Crimes (In Progress),2896,3.36,153.44,,,,,385.3,994.79,991.98,3,125,,,,,96,319.5,620,10.16,3.86,,,2.5,0.06,,
10/15/2018,NYPD (Non-CIP),Past Crime,3451,3.44,205.81,,,,,824.62,3958.25,3878.71,3,175,,,,,255,1820,2452,52.23,10.31,,,3.37,0.06,,
10/15/2018,NYPD (Non-CIP),Police Officer/Security Holding Suspect,181,3.13,103.72,,,,,454.06,1672.08,1628.14,3,80,,,,,109,784,1143,20.3,5.84,,,1.68,0.05,,
10/15/2018,NYPD (Non-CIP),Possible Crimes,8198,3.35,150.97,,,,,712.7,3000.71,2884.04,3,118,,,,,218,1150,1654.5,38.13,9.36,,,2.46,0.06,,
10/15/2018,NYPD (Non-CIP),Shot Spotter,1,3,122,,,,,166,375,375,3,119,,,,,44,209,375,3.48,0.73,,,1.98,0.05,,
10/15/2018,NYPD (Non-CIP),Vehicle Accident,4067,3.41,169.37,,,,,845.38,3852.76,3777.53,3,145,,,,,275,1959,2635,50.12,11.27,,,2.77,0.06,,
10/8/2018,EMS,1. Life Threating Med Emergencies,10180,3.88,67.13,,,73.32,114.76,155.71,549.11,477.14,3,73,,,13,36.5,81,348.25,423.75,6.56,1.41,0.66,0.13,1.06,0.06,,
10/8/2018,EMS,2. Non-Life Threatening Med Emergencies,14814,3.86,81.58,,,91.13,103.65,208.99,813.71,694.42,3,84,,,13.5,39.5,86,496.5,559.5,10.08,2.05,0.19,0.19,1.3,0.06,,
10/8/2018,FDNY,1. Structural Fires,230,3.7,30.77,34.87,85.53,,,95.68,287.53,284.86,3,16,5,46,,,7,187.5,285,3.2,0.15,,,0.45,0.06,0.1,0.84
10/8/2018,FDNY,2. Non-Structural Fires,82,4.52,29.89,34.06,85.11,,,94.65,344.43,338.87,3,17,5,46,,,7,228.5,316.5,4.16,0.16,,,0.42,0.08,0.08,0.85
10/8/2018,FDNY,3. Medical Emergencies,3693,3.85,210.39,,,72.64,205.69,233.2,517.96,439.08,3,112,,,5,47,6,267,395,4.75,0.38,1.75,0.09,3.44,0.06,,
10/8/2018,FDNY,4. Non-Medical Emergencies,3016,4.03,107.88,48.74,101.44,,,171.06,484.88,449.85,3,25,5,46,,,7,275,388,5.23,0.18,,,1.73,0.07,0.09,0.88
10/8/2018,NYPD,1. Critical,1056,3.94,110.49,,,,,200.06,391.82,369.8,3,86,,,,,53,140,314,3.2,1.49,,,1.78,0.07,,
10/8/2018,NYPD,2. Serious,2459,3.74,111.1,,,,,218.79,518.97,492.72,3,85,,,,,64,192,385,5,1.79,,,1.79,0.06,,
10/8/2018,NYPD,3. Non-Critical,642,4.14,167.48,,,,,415,1144.8,1139.72,3,137,,,,,108.5,352,685.5,12.16,4.13,,,2.72,0.07,,
10/8/2018,NYPD (Non-CIP),Alarms,2755,3.85,123.89,,,,,628.73,2743.56,2741.57,3,106,,,,,226,1098,1664,35.25,8.41,,,2,0.06,,
10/8/2018,NYPD (Non-CIP),Disorderly Person/Group/Noise,1453,3.75,160.61,,,,,631.48,2166,2146.38,3,140,,,,,179,726,1231,25.58,7.85,,,2.61,0.06,,
10/8/2018,NYPD (Non-CIP),Dispute,5525,3.8,169.19,,,,,765.92,2718.28,2705.43,3,143,,,,,203,875,1529,32.54,9.95,,,2.76,0.06,,
10/8/2018,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,400,4.04,167.76,,,,,247.99,2372.26,906.07,3,138,,,,,56,1279.5,423,35.4,1.34,,,2.73,0.07,,
10/8/2018,NYPD (Non-CIP),Other Crimes (In Progress),3059,3.92,151.66,,,,,361.52,964.93,963.36,3,123,,,,,93,320,617,10.06,3.5,,,2.46,0.07,,
10/8/2018,NYPD (Non-CIP),Past Crime,3570,3.85,202.3,,,,,877.99,3978.89,3906.2,3,170,,,,,263,1740.5,2432,51.68,11.26,,,3.31,0.06,,
10/8/2018,NYPD (Non-CIP),Police Officer/Security Holding Suspect,178,4.2,99.81,,,,,395.84,1765.42,1754.07,3,74,,,,,114,831.5,1158,22.83,4.93,,,1.59,0.07,,
10/8/2018,NYPD (Non-CIP),Possible Crimes,8608,3.81,150.13,,,,,707.18,3051.28,2956.32,3,117,,,,,210,1188,1723,39.07,9.28,,,2.44,0.06,,
10/8/2018,NYPD (Non-CIP),Vehicle Accident,3725,4.12,170.15,,,,,824.97,3969.77,3922.1,3,145,,,,,277,2011,2791,52.41,10.91,,,2.77,0.07,,
